block_id	best	delta_lik	lik_t1	lik_t2	lik_t3
NC_031969.f5.masked_13670001_13670999	t2	.0528	-1102.2669	-1102.2141	-1102.3501
NC_031969.f5.masked_13676001_13676999	t2	.0860	-1128.8947	-1128.8087	-1128.9195
NC_031969.f5.masked_13683001_13683999	t1	7.9599	-1136.8994	-1144.8593	-1145.1082
NC_031969.f5.masked_13685001_13685999	t2	7.1619	-1112.7692	-1105.6072	-1112.7691
NC_031969.f5.masked_13687001_13687999	t1	.0003	-1293.7644	-1293.7647	-1293.7662
NC_031969.f5.masked_13688001_13688999	t2	.0038	-1046.5491	-1046.5453	-1054.3486
NC_031969.f5.masked_13691001_13691999	t2	6.9158	-1276.3517	-1269.4359	-1276.3518
NC_031969.f5.masked_13696001_13696999	t1	.0171	-1090.8377	-1090.8548	-1090.8887
NC_031969.f5.masked_13697001_13697999	t2	7.5123	-1014.6425	-1007.1299	-1014.6422
NC_031969.f5.masked_13706001_13706999	t1	6.4971	-1084.4311	-1090.9282	-1090.9319
NC_031969.f5.masked_13708001_13708999	t3	.0003	-1003.6244	-1003.6553	-1003.6241
NC_031969.f5.masked_13714001_13714999	t1	13.3008	-1190.9221	-1204.2229	-1204.6733
NC_031969.f5.masked_13715001_13715999	t3	.0266	-1084.7036	-1084.8028	-1084.6770
NC_031969.f5.masked_13718001_13718999	t2	.0013	-1106.5802	-1106.5789	-1106.5919
NC_031969.f5.masked_13723001_13723999	t2	8.8130	-1328.7035	-1319.8905	-1328.7052
NC_031969.f5.masked_13726001_13726999	t1	8.2141	-1140.6938	-1148.9079	-1148.9079
NC_031969.f5.masked_13731001_13731999	t2	.0007	-1161.6584	-1159.8065	-1159.8072
NC_031969.f5.masked_13732001_13732999	t3	.0021	-1139.3513	-1139.3514	-1139.3492
NC_031969.f5.masked_13733001_13733999	t1	7.3313	-1068.6742	-1076.0216	-1076.0055
NC_031969.f5.masked_13734001_13734999	t1	8.2108	-1084.4237	-1092.6345	-1092.6365
NC_031969.f5.masked_13738001_13738999	t2	.3968	-1056.7509	-1056.3541	-1072.8922
NC_031969.f5.masked_13739001_13739999	t3	.0019	-1020.9561	-1020.9568	-1020.9542
NC_031969.f5.masked_13740001_13740999	t3	.0159	-1019.1531	-1019.2075	-1019.1372
NC_031969.f5.masked_13747001_13747999	t2	8.3283	-1129.9949	-1121.5774	-1129.9057
NC_031969.f5.masked_13752001_13752999	t1	.0006	-1126.9796	-1126.9802	-1135.2324
NC_031969.f5.masked_13756001_13756999	t1	.0003	-1063.7588	-1063.7594	-1063.7591
NC_031969.f5.masked_13763001_13763999	t3	.0007	-1120.5812	-1120.5816	-1120.5805
NC_031969.f5.masked_13764001_13764999	t1	.0022	-1117.8192	-1117.8214	-1118.1514
NC_031969.f5.masked_13765001_13765999	t2	.0003	-1044.1126	-1044.1123	-1044.1126
NC_031969.f5.masked_13768001_13768999	t2	.0003	-1232.4227	-1232.4196	-1232.4199
NC_031969.f5.masked_13775001_13775999	t1	.1991	-1149.6661	-1149.8652	-1150.3890
NC_031969.f5.masked_13778001_13778999	t3	6.7313	-1089.7760	-1090.2890	-1083.0447
NC_031969.f5.masked_13779001_13779999	t3	.0006	-1000.5694	-1000.7447	-1000.5688
NC_031969.f5.masked_13782001_13782999	t3	6.9931	-1069.8144	-1069.8236	-1062.8213
NC_031969.f5.masked_13788001_13788999	t1	.0002	-1083.9929	-1083.9935	-1083.9931
NC_031969.f5.masked_13789001_13789999	t3	.0001	-1189.9336	-1189.9336	-1189.9335
NC_031969.f5.masked_13791001_13791999	t2	.0077	-1342.3752	-1342.3675	-1342.5460
NC_031969.f5.masked_13792001_13792999	t3	.0020	-1057.8053	-1057.8032	-1057.8012
NC_031969.f5.masked_13793001_13793999	t2	6.3614	-1147.7569	-1141.3955	-1147.7739
NC_031969.f5.masked_13795001_13795999	t2	.0125	-1085.2490	-1085.2365	-1085.2560
NC_031969.f5.masked_13798001_13798999	t1	7.5107	-1117.4154	-1124.9261	-1124.9357
NC_031969.f5.masked_13814001_13814999	t3	.0003	-978.8079	-978.8017	-978.8014
NC_031969.f5.masked_13819001_13819999	t2	.0003	-994.1248	-994.1245	-994.1260
NC_031969.f5.masked_13825001_13825999	t1	6.6920	-1083.9734	-1091.3681	-1090.6654
NC_031969.f5.masked_13914001_13914999	t1	6.1791	-1011.2494	-1023.3364	-1017.4285
NC_031969.f5.masked_13931001_13931999	t1	.8983	-1310.3125	-1311.2108	-1317.0662
NC_031969.f5.masked_13932001_13932999	t2	6.2560	-1299.6085	-1293.3525	-1299.7626
NC_031969.f5.masked_13943001_13943999	t2	.3165	-1239.2447	-1238.9282	-1239.2447
NC_031969.f5.masked_13977001_13977999	t3	1.5272	-1094.0030	-1095.4977	-1092.4758
NC_031969.f5.masked_13978001_13978999	t1	.0003	-973.1858	-973.1861	-973.1861
NC_031969.f5.masked_13982001_13982999	t3	.0006	-1014.4019	-1014.5340	-1014.4013
NC_031969.f5.masked_13984001_13984999	t2	1.3616	-1269.9975	-1268.6359	-1275.8507
NC_031969.f5.masked_14020001_14020999	t1	.8571	-1481.2104	-1483.5380	-1482.0675
NC_031969.f5.masked_14024001_14024999	t1	8.7095	-1176.5873	-1185.2968	-1188.9476
NC_031969.f5.masked_14025001_14025999	t3	.0048	-1200.8088	-1200.8077	-1200.8029
NC_031969.f5.masked_14156001_14156999	t1	.1566	-1013.7463	-1013.9029	-1013.9290
NC_031969.f5.masked_14157001_14157999	t1	9.9454	-1145.4510	-1158.1165	-1155.3964
NC_031969.f5.masked_14168001_14168999	t3	6.1930	-1270.4410	-1270.4424	-1264.2480
NC_031969.f5.masked_14170001_14170999	t2	.0005	-1283.3584	-1283.3579	-1283.3623
NC_031969.f5.masked_14171001_14171999	t2	22.4625	-1120.6447	-1098.1785	-1120.6410
NC_031969.f5.masked_14185001_14185999	t2	.0004	-1358.7662	-1358.7651	-1358.7655
NC_031969.f5.masked_14186001_14186999	t1	7.5506	-1111.0219	-1118.5725	-1118.5737
NC_031969.f5.masked_14193001_14193999	t1	.0018	-1198.1176	-1198.1263	-1198.1194
NC_031969.f5.masked_14218001_14218999	t2	16.5505	-1314.7507	-1296.6616	-1313.2121
NC_031969.f5.masked_14241001_14241999	t2	4.9048	-1271.6198	-1265.3627	-1270.2675
NC_031969.f5.masked_14272001_14272999	t3	.0003	-1132.0883	-1132.0887	-1132.0880
NC_031969.f5.masked_14276001_14276999	t3	.0176	-1024.6526	-1024.6579	-1024.6350
NC_031969.f5.masked_14299001_14299999	t2	3.4592	-1123.7274	-1117.6659	-1121.1251
NC_031969.f5.masked_14495001_14495999	t1	.0005	-1166.1537	-1166.1542	-1166.1542
NC_031969.f5.masked_14496001_14496999	t3	.0002	-1085.8997	-1085.9114	-1085.8995
NC_031969.f5.masked_14497001_14497999	t1	.0031	-1359.4950	-1359.4981	-1367.7909
NC_031969.f5.masked_14501001_14501999	t1	.0903	-1083.8692	-1083.9595	-1084.2272
NC_031969.f5.masked_14507001_14507999	t2	.1642	-1044.0718	-1043.9076	-1044.0718
NC_031969.f5.masked_14519001_14519999	t2	5.8485	-1087.3210	-1081.4671	-1087.3156
NC_031969.f5.masked_14521001_14521999	t2	.0002	-1028.8117	-1028.8111	-1028.8113
NC_031969.f5.masked_14539001_14539999	t2	.0253	-1212.8143	-1212.7890	-1212.8185
NC_031969.f5.masked_14544001_14544999	t2	.0011	-1055.1431	-1055.1420	-1061.6141
NC_031969.f5.masked_14572001_14572999	t1	7.7572	-1023.9499	-1031.7618	-1031.7071
NC_031969.f5.masked_14590001_14590999	t2	.4603	-1423.3893	-1421.5616	-1422.0219
NC_031969.f5.masked_14606001_14606999	t3	.0003	-1076.4820	-1076.4835	-1076.4817
NC_031969.f5.masked_14612001_14612999	t2	7.4199	-1307.6695	-1300.2496	-1312.1689
NC_031969.f5.masked_14615001_14615999	t2	.0314	-1239.0117	-1238.9803	-1241.1040
NC_031969.f5.masked_14617001_14617999	t1	8.9462	-1012.1083	-1021.0545	-1028.3146
NC_031969.f5.masked_14618001_14618999	t3	8.4617	-1138.8246	-1142.0872	-1130.3629
NC_031969.f5.masked_14621001_14621999	t3	.0181	-1202.6539	-1202.6572	-1202.6358
NC_031969.f5.masked_14628001_14628999	t1	22.7599	-1154.3025	-1177.0660	-1177.0624
NC_031969.f5.masked_14632001_14632999	t2	8.7658	-1080.1649	-1071.3991	-1080.1738
NC_031969.f5.masked_14633001_14633999	t2	.0008	-1281.1235	-1281.1214	-1281.1222
NC_031969.f5.masked_14635001_14635999	t3	1.3870	-1041.5512	-1041.5509	-1040.1639
NC_031969.f5.masked_14641001_14641999	t2	.7345	-1199.9945	-1199.2600	-1206.0864
NC_031969.f5.masked_14643001_14643999	t1	6.8232	-1089.3134	-1096.1366	-1096.4292
NC_031969.f5.masked_14649001_14649999	t2	7.5208	-1003.9689	-996.4474	-1003.9682
NC_031969.f5.masked_14653001_14653999	t2	7.3036	-1147.6112	-1139.3602	-1146.6638
NC_031969.f5.masked_14655001_14655999	t3	8.2138	-1125.1477	-1125.1482	-1116.9339
NC_031969.f5.masked_14658001_14658999	t2	.0001	-1132.4093	-1130.7988	-1130.7989
NC_031969.f5.masked_14669001_14669999	t2	.0225	-1132.9773	-1132.9548	-1132.9861
NC_031969.f5.masked_14674001_14674999	t2	.0196	-1108.5144	-1108.4733	-1108.4929
NC_031969.f5.masked_14675001_14675999	t1	.0102	-1092.1913	-1092.2015	-1092.2039
NC_031969.f5.masked_14676001_14676999	t3	1.8747	-1131.0409	-1131.0469	-1129.1662
NC_031969.f5.masked_14677001_14677999	t3	.1552	-1131.8987	-1131.8986	-1131.7434
NC_031969.f5.masked_14680001_14680999	t2	5.7232	-1195.0017	-1189.2785	-1197.0798
NC_031969.f5.masked_14681001_14681999	t2	.0001	-1005.5889	-1005.5888	-1005.6311
NC_031969.f5.masked_14686001_14686999	t2	.0011	-1143.9470	-1143.9459	-1143.9470
NC_031969.f5.masked_14749001_14749999	t2	8.9647	-1187.8386	-1178.8720	-1187.8367
NC_031969.f5.masked_14760001_14760999	t1	.0090	-1046.4866	-1046.4956	-1054.0657
NC_031969.f5.masked_14761001_14761999	t2	.0186	-1059.8486	-1059.8245	-1059.8431
NC_031969.f5.masked_14779001_14779999	t2	.0002	-1014.7712	-1014.7710	-1014.7717
NC_031969.f5.masked_14790001_14790999	t2	9.3007	-1089.0077	-1079.6935	-1088.9942
NC_031969.f5.masked_14819001_14819999	t3	.0001	-966.7052	-966.7066	-966.7051
NC_031969.f5.masked_14821001_14821999	t2	.0015	-1096.4858	-1096.4843	-1103.4378
NC_031969.f5.masked_14823001_14823999	t3	1.1353	-1091.0912	-1086.3756	-1085.2403
NC_031969.f5.masked_14828001_14828999	t2	.7332	-1180.1087	-1179.1077	-1179.8409
NC_031969.f5.masked_14829001_14829999	t2	6.2215	-1469.3485	-1450.5180	-1456.7395
NC_031969.f5.masked_14830001_14830999	t2	8.4549	-1114.8319	-1103.2963	-1111.7512
NC_031969.f5.masked_14831001_14831999	t1	.0038	-1088.4974	-1088.5094	-1088.5012
NC_031969.f5.masked_15260001_15260999	t1	.2700	-1119.8734	-1126.3815	-1120.1434
NC_031969.f5.masked_15265001_15265999	t2	19.7818	-1347.7782	-1327.9964	-1366.5505
NC_031969.f5.masked_15280001_15280999	t2	.1064	-1137.7116	-1137.6052	-1137.7117
NC_031969.f5.masked_15289001_15289999	t1	22.0034	-1298.9194	-1320.9228	-1321.3151
NC_031969.f5.masked_15290001_15290999	t2	.0001	-1139.5238	-1139.5237	-1146.7529
NC_031969.f5.masked_15308001_15308999	t1	.0339	-1037.0422	-1037.0773	-1037.0761
NC_031969.f5.masked_15322001_15322999	t1	13.2173	-1475.9701	-1502.0974	-1489.1874
NC_031969.f5.masked_15326001_15326999	t2	.1684	-1410.9704	-1410.8020	-1410.9979
NC_031969.f5.masked_15343001_15343999	t3	5.8528	-1072.0931	-1072.0681	-1066.2153
NC_031969.f5.masked_15370001_15370999	t3	5.1066	-1653.1348	-1653.5445	-1648.0282
NC_031969.f5.masked_15375001_15375999	t1	20.6611	-1029.5577	-1050.8321	-1050.2188
NC_031969.f5.masked_15376001_15376999	t2	6.1597	-1108.0980	-1101.9383	-1108.7387
NC_031969.f5.masked_15378001_15378999	t2	7.6774	-1227.4937	-1219.8053	-1227.4827
NC_031969.f5.masked_15386001_15386999	t1	.0245	-1030.8422	-1030.8667	-1037.9716
NC_031969.f5.masked_15393001_15393999	t1	.0019	-1168.5824	-1168.5872	-1168.5843
NC_031969.f5.masked_15397001_15397999	t1	7.8423	-1156.1126	-1163.9549	-1168.5973
NC_031969.f5.masked_15398001_15398999	t1	.0006	-1158.2720	-1158.2726	-1158.2751
NC_031969.f5.masked_15400001_15400999	t1	.0002	-1026.3686	-1026.3688	-1026.3696
NC_031969.f5.masked_15403001_15403999	t1	1.3857	-1148.3410	-1149.7267	-1149.7267
NC_031969.f5.masked_15404001_15404999	t1	.0014	-1192.6961	-1192.7156	-1192.6975
NC_031969.f5.masked_15412001_15412999	t1	6.7918	-1015.5123	-1022.3041	-1022.3102
NC_031969.f5.masked_15419001_15419999	t3	4.7627	-1139.3035	-1139.3031	-1134.5404
NC_031969.f5.masked_15424001_15424999	t1	.0014	-1057.2908	-1057.2938	-1057.2922
NC_031969.f5.masked_15431001_15431999	t3	.0007	-985.7871	-985.7875	-985.7864
NC_031969.f5.masked_15434001_15434999	t3	.0012	-1115.8308	-1107.6143	-1107.6131
NC_031969.f5.masked_15437001_15437999	t1	.5398	-1156.8648	-1157.4046	-1163.0303
NC_031969.f5.masked_15440001_15440999	t2	18.2254	-1370.0893	-1347.0809	-1365.3063
NC_031969.f5.masked_15447001_15447999	t2	.0396	-1275.7327	-1275.6918	-1275.7314
NC_031969.f5.masked_15448001_15448999	t3	.0070	-1325.6538	-1325.6606	-1325.6468
NC_031969.f5.masked_15449001_15449999	t1	9.3826	-1307.2349	-1316.6175	-1316.6342
NC_031969.f5.masked_15455001_15455999	t1	6.5238	-1349.3554	-1357.2640	-1355.8792
NC_031969.f5.masked_15470001_15470999	t1	21.8795	-1538.8778	-1560.7573	-1576.9875
NC_031969.f5.masked_15471001_15471999	t3	.0008	-1240.3409	-1240.3409	-1240.3401
NC_031969.f5.masked_15473001_15473999	t2	8.5618	-1178.2813	-1169.7158	-1178.2776
NC_031969.f5.masked_15476001_15476999	t2	.0254	-1058.0654	-1058.0400	-1064.0048
NC_031969.f5.masked_15490001_15490999	t1	.6570	-969.5429	-970.2539	-970.1999
NC_031969.f5.masked_15495001_15495999	t3	1.1047	-1323.5837	-1317.8343	-1316.7296
NC_031969.f5.masked_15550001_15550999	t1	9.3093	-1181.3982	-1190.7634	-1190.7075
NC_031969.f5.masked_15612001_15612999	t2	6.5979	-1087.0348	-1080.4342	-1087.0321
NC_031969.f5.masked_15626001_15626999	t3	.3048	-1161.3291	-1160.1960	-1159.8912
NC_031969.f5.masked_15635001_15635999	t2	8.0703	-1063.4689	-1055.3698	-1063.4401
NC_031969.f5.masked_15651001_15651999	t3	.0007	-1429.8470	-1429.8709	-1429.8463
NC_031969.f5.masked_15658001_15658999	t1	9.6318	-1074.4784	-1084.8787	-1084.1102
NC_031969.f5.masked_15668001_15668999	t2	.0034	-1201.1534	-1201.1500	-1229.0942
NC_031969.f5.masked_15687001_15687999	t2	1.3717	-1007.9774	-1000.8371	-1002.2088
NC_031969.f5.masked_15695001_15695999	t1	.0202	-1079.2706	-1079.3036	-1079.2908
NC_031969.f5.masked_15696001_15696999	t3	.7384	-1158.9532	-1158.9793	-1158.2148
NC_031969.f5.masked_15719001_15719999	t3	5.6854	-982.3988	-982.3986	-976.7132
NC_031969.f5.masked_15721001_15721999	t3	.0417	-1111.9781	-1111.9859	-1111.9364
NC_031969.f5.masked_15723001_15723999	t2	.0011	-1136.8920	-1136.8909	-1136.8920
NC_031969.f5.masked_15730001_15730999	t3	.0007	-1090.5250	-1090.5250	-1090.5243
NC_031969.f5.masked_15731001_15731999	t2	.0013	-1009.0613	-1009.0600	-1009.0623
NC_031969.f5.masked_15732001_15732999	t2	.0021	-936.4614	-936.4593	-936.4634
NC_031969.f5.masked_15735001_15735999	t3	7.4522	-1053.5440	-1053.5556	-1046.0918
NC_031969.f5.masked_15743001_15743999	t2	.0001	-1115.9049	-1115.9047	-1115.9048
NC_031969.f5.masked_15744001_15744999	t3	.0024	-1040.3891	-1040.4211	-1040.3867
NC_031969.f5.masked_15748001_15748999	t1	.0062	-990.5429	-990.5494	-990.5491
NC_031969.f5.masked_15749001_15749999	t2	8.1301	-1076.3244	-1068.1943	-1076.3244
NC_031969.f5.masked_15751001_15751999	t1	.0009	-971.4083	-971.4120	-971.4092
NC_031969.f5.masked_15753001_15753999	t2	.0005	-1059.8904	-1059.8890	-1059.8895
NC_031969.f5.masked_15754001_15754999	t3	.0021	-1052.2759	-1051.6166	-1051.6145
NC_031969.f5.masked_15755001_15755999	t1	.0008	-1063.4169	-1063.4180	-1063.4177
NC_031969.f5.masked_15756001_15756999	t2	.0001	-909.4556	-909.4544	-909.4545
NC_031969.f5.masked_15757001_15757999	t1	7.7505	-1226.7099	-1234.5298	-1234.4604
NC_031969.f5.masked_15799001_15799999	t2	8.4852	-1297.7723	-1284.0603	-1292.5455
NC_031969.f5.masked_15805001_15805999	t3	.0005	-1502.8843	-1502.8876	-1502.8838
NC_031969.f5.masked_15807001_15807999	t1	5.9495	-1117.6183	-1124.9506	-1123.5678
NC_031969.f5.masked_15808001_15808999	t3	.0001	-1403.2545	-1403.2553	-1403.2544
NC_031969.f5.masked_15809001_15809999	t1	5.9355	-1493.2232	-1499.6710	-1499.1587
NC_031969.f5.masked_15810001_15810999	t1	.0005	-1448.7394	-1448.7404	-1448.7399
NC_031969.f5.masked_15811001_15811999	t1	.0500	-1511.0600	-1511.1218	-1511.1100
NC_031969.f5.masked_15813001_15813999	t1	6.1916	-1265.9710	-1272.1626	-1277.0559
NC_031969.f5.masked_15815001_15815999	t3	.5846	-1079.6551	-1086.1217	-1079.0705
NC_031969.f5.masked_15816001_15816999	t1	5.8674	-1103.7299	-1116.3376	-1109.5973
NC_031969.f5.masked_15819001_15819999	t2	.0029	-1406.4122	-1406.4093	-1406.5023
NC_031969.f5.masked_15821001_15821999	t3	.0002	-1137.0973	-1137.0978	-1137.0971
NC_031969.f5.masked_15822001_15822999	t2	7.6478	-1054.8432	-1047.1954	-1054.8447
NC_031969.f5.masked_15823001_15823999	t2	14.2844	-1265.0630	-1250.7786	-1275.5716
NC_031969.f5.masked_15830001_15830999	t3	.0001	-1113.4124	-1113.4123	-1113.4122
NC_031969.f5.masked_15842001_15842999	t3	.2616	-1075.2760	-1074.9454	-1074.6838
NC_031969.f5.masked_15850001_15850999	t1	.2379	-1127.1618	-1127.3997	-1138.8552
NC_031969.f5.masked_15851001_15851999	t1	.0008	-1145.4111	-1145.4128	-1145.4119
NC_031969.f5.masked_15868001_15868999	t1	8.7816	-1124.3387	-1133.1203	-1133.1243
NC_031969.f5.masked_15871001_15871999	t2	.0002	-1103.4746	-1103.4646	-1103.4648
NC_031969.f5.masked_15873001_15873999	t2	7.2409	-974.2566	-966.4751	-973.7160
NC_031969.f5.masked_15876001_15876999	t2	.0024	-1207.0531	-1206.9618	-1206.9642
NC_031969.f5.masked_15913001_15913999	t2	.0004	-1118.3448	-1118.3444	-1118.3459
NC_031969.f5.masked_15919001_15919999	t1	.0007	-1220.8653	-1220.8661	-1220.8660
NC_031969.f5.masked_15923001_15923999	t3	2.3309	-1104.3622	-1099.1068	-1096.7759
NC_031969.f5.masked_15926001_15926999	t2	9.4005	-1114.9407	-1105.5402	-1114.9407
NC_031969.f5.masked_15938001_15938999	t2	.0003	-1131.7679	-1131.7576	-1131.7579
NC_031969.f5.masked_15939001_15939999	t3	.0336	-1160.1988	-1160.1111	-1160.0775
NC_031969.f5.masked_15940001_15940999	t1	.0426	-1158.7766	-1158.8192	-1166.2804
NC_031969.f5.masked_15941001_15941999	t2	.0011	-942.1668	-942.1643	-942.1654
NC_031969.f5.masked_15949001_15949999	t2	6.7395	-1116.5057	-1109.6553	-1116.3948
NC_031969.f5.masked_15951001_15951999	t2	.0021	-1029.0841	-1029.0820	-1029.0841
NC_031969.f5.masked_15959001_15959999	t1	7.7638	-1216.9897	-1224.7535	-1230.3106
NC_031969.f5.masked_15968001_15968999	t3	7.6019	-1081.3204	-1081.3680	-1073.7185
NC_031969.f5.masked_15969001_15969999	t2	6.2389	-1126.2118	-1119.9726	-1126.2115
NC_031969.f5.masked_15973001_15973999	t3	15.0878	-1135.8959	-1135.8961	-1120.8081
NC_031969.f5.masked_15994001_15994999	t1	.4847	-1210.3850	-1210.8697	-1210.8705
NC_031969.f5.masked_15996001_15996999	t3	.0006	-1068.9325	-1068.9328	-1068.9319
NC_031969.f5.masked_15999001_15999999	t1	.0001	-1234.7183	-1234.7684	-1234.7184
NC_031969.f5.masked_16005001_16005999	t3	.0037	-1109.0470	-1109.0515	-1109.0433
NC_031969.f5.masked_16010001_16010999	t2	.0004	-1096.0290	-1096.0284	-1096.0288
NC_031969.f5.masked_16016001_16016999	t2	9.5466	-1085.6273	-1076.0807	-1085.7126
NC_031969.f5.masked_16018001_16018999	t3	2.3922	-1105.3713	-1103.3555	-1100.9633
NC_031969.f5.masked_16026001_16026999	t2	.2698	-991.8079	-991.5381	-991.8080
NC_031969.f5.masked_16031001_16031999	t1	.9777	-1170.5217	-1171.4994	-1171.4994
NC_031969.f5.masked_16091001_16091999	t2	.0893	-1520.1179	-1520.0286	-1526.6242
NC_031969.f5.masked_16179001_16179999	t1	.0027	-1011.4585	-1011.6134	-1011.4612
NC_031969.f5.masked_16181001_16181999	t3	.0001	-1059.7825	-1075.1924	-1059.7824
NC_031969.f5.masked_16182001_16182999	t1	.0008	-1280.1217	-1286.8402	-1280.1225
NC_031969.f5.masked_16184001_16184999	t1	.0008	-1088.2343	-1088.2351	-1088.2351
NC_031969.f5.masked_16187001_16187999	t1	7.5188	-1025.3252	-1032.8532	-1032.8440
NC_031969.f5.masked_16188001_16188999	t2	8.1269	-1093.5531	-1085.4262	-1093.5957
NC_031969.f5.masked_16189001_16189999	t1	7.6940	-1128.8712	-1136.5652	-1139.4188
NC_031969.f5.masked_16195001_16195999	t2	6.5187	-1144.5171	-1137.1905	-1143.7092
NC_031969.f5.masked_16212001_16212999	t1	.0113	-1042.3484	-1042.3597	-1049.8018
NC_031969.f5.masked_16215001_16215999	t1	.0001	-1086.9124	-1086.9125	-1087.7724
NC_031969.f5.masked_16221001_16221999	t1	.0012	-1067.7761	-1067.7773	-1073.1690
NC_031969.f5.masked_16314001_16314999	t2	.0011	-1228.5236	-1228.5225	-1233.7258
NC_031969.f5.masked_16371001_16371999	t3	2.7923	-1219.3562	-1219.3689	-1216.5639
NC_031969.f5.masked_16378001_16378999	t2	8.6411	-1330.0147	-1321.3735	-1330.0146
NC_031969.f5.masked_16419001_16419999	t2	.0013	-1130.9747	-1130.9734	-1130.9820
NC_031969.f5.masked_16436001_16436999	t3	.0010	-1032.4352	-1032.5107	-1032.4342
NC_031969.f5.masked_16445001_16445999	t1	9.1867	-1165.7365	-1174.9232	-1180.1345
NC_031969.f5.masked_16504001_16504999	t1	.0004	-1146.9754	-1146.9758	-1146.9763
NC_031969.f5.masked_16505001_16505999	t1	.2224	-1469.6594	-1469.8824	-1469.8818
NC_031969.f5.masked_16506001_16506999	t1	.0120	-1214.8691	-1214.8811	-1222.8690
NC_031969.f5.masked_16553001_16553999	t1	.0073	-1147.7088	-1147.7194	-1147.7161
NC_031969.f5.masked_16568001_16568999	t2	6.1665	-1108.2494	-1102.0829	-1108.8461
NC_031969.f5.masked_16571001_16571999	t1	.0002	-1068.6753	-1068.6759	-1068.6755
NC_031969.f5.masked_16578001_16578999	t3	.0009	-1161.4341	-1161.4340	-1161.4331
NC_031969.f5.masked_16587001_16587999	t2	.5233	-1088.1936	-1087.6703	-1093.8169
NC_031969.f5.masked_16589001_16589999	t2	6.6579	-1007.0957	-1000.4137	-1007.0716
NC_031969.f5.masked_16590001_16590999	t2	.0325	-1143.8351	-1143.8026	-1143.8359
NC_031969.f5.masked_16604001_16604999	t3	.0003	-1027.3360	-1027.2161	-1027.2158
NC_031969.f5.masked_16612001_16612999	t3	8.3605	-1154.8911	-1161.6897	-1146.5306
NC_031969.f5.masked_16623001_16623999	t3	7.1792	-1290.8646	-1289.5082	-1282.3290
NC_031969.f5.masked_16630001_16630999	t2	20.7511	-1663.2414	-1642.4903	-1664.0850
NC_031969.f5.masked_16631001_16631999	t2	8.4304	-1183.3945	-1174.9641	-1190.4649
NC_031969.f5.masked_16632001_16632999	t3	13.5580	-1300.0085	-1299.7350	-1286.1770
NC_031969.f5.masked_16664001_16664999	t2	11.1414	-1427.0369	-1415.8955	-1432.3483
NC_031969.f5.masked_16707001_16707999	t2	.0037	-1119.7706	-1119.7142	-1119.7179
NC_031969.f5.masked_16708001_16708999	t2	.0324	-1314.4179	-1314.3847	-1314.4171
NC_031969.f5.masked_16710001_16710999	t3	.0042	-1187.3787	-1187.3787	-1187.3745
NC_031969.f5.masked_16715001_16715999	t1	7.6136	-1205.3966	-1213.0102	-1213.0264
NC_031969.f5.masked_16718001_16718999	t2	6.3285	-991.4162	-985.0877	-998.2887
NC_031969.f5.masked_16780001_16780999	t2	.0002	-1196.6816	-1196.6790	-1196.6792
NC_031969.f5.masked_16802001_16802999	t2	.0015	-1067.1219	-1067.1161	-1067.1176
NC_031969.f5.masked_16811001_16811999	t3	.0124	-1016.5479	-1016.4705	-1016.4581
NC_031969.f5.masked_16813001_16813999	t1	5.7590	-1185.5368	-1191.2958	-1191.3106
NC_031969.f5.masked_16835001_16835999	t1	11.2809	-1089.9633	-1101.2452	-1101.2442
NC_031969.f5.masked_16846001_16846999	t3	.0367	-1143.7530	-1138.4877	-1138.4510
NC_031969.f5.masked_16882001_16882999	t1	7.5884	-1212.2452	-1219.8395	-1219.8336
NC_031969.f5.masked_16907001_16907999	t1	7.7951	-1147.5295	-1155.3251	-1155.3246
NC_031969.f5.masked_16915001_16915999	t1	.5318	-1123.8906	-1124.4224	-1124.4737
NC_031969.f5.masked_16929001_16929999	t1	6.1393	-1106.3792	-1112.5187	-1112.5185
NC_031969.f5.masked_17010001_17010999	t2	13.8069	-1081.0936	-1067.2699	-1081.0768
NC_031969.f5.masked_17256001_17256999	t1	.0006	-1030.9680	-1030.9686	-1030.9686
NC_031969.f5.masked_17451001_17451999	t3	.0063	-1364.8418	-1364.8427	-1364.8355
NC_031969.f5.masked_17483001_17483999	t2	.0003	-977.9520	-977.9517	-979.3283
NC_031969.f5.masked_17504001_17504999	t3	.0017	-959.4424	-959.4432	-959.4407
NC_031969.f5.masked_17506001_17506999	t2	.4556	-1101.0230	-1100.5674	-1101.0386
NC_031969.f5.masked_17544001_17544999	t3	3.9359	-1050.5715	-1048.3809	-1044.4450
NC_031969.f5.masked_17631001_17631999	t2	.0006	-1043.0694	-1043.0686	-1043.0692
NC_031969.f5.masked_17669001_17669999	t2	8.0545	-1206.9134	-1198.8589	-1206.9134
NC_031969.f5.masked_17749001_17749999	t1	.3391	-1178.3409	-1178.6800	-1178.6802
NC_031969.f5.masked_17750001_17750999	t3	.0011	-1318.0539	-1318.0204	-1318.0193
NC_031969.f5.masked_17762001_17762999	t3	.0061	-1013.2052	-1020.5433	-1013.1991
NC_031969.f5.masked_17866001_17866999	t3	.0004	-964.1758	-964.1759	-964.1754
NC_031969.f5.masked_17950001_17950999	t1	.0147	-1000.0703	-1000.0850	-1000.0853
NC_031969.f5.masked_18132001_18132999	t1	.0001	-1027.3401	-1027.3402	-1027.3402
